State,County,PovertyRate,MedianHouseholdIncome
MS,Jefferson Davis County,24.3,"32,077"
MS,Jones County,23.8,"41,733"
MS,Kemper County,28,"33,472"
MS,Lafayette County,17.5,"54,034"
MS,Lamar County,16,"62,606"
MS,Lauderdale County,21.5,"41,604"
MS,Lawrence County,19.7,"43,668"
MS,Leake County,23.8,"41,007"
MS,Lee County,14.6,"50,803"
MS,Leflore County,35.7,"29,687"
MS,Lincoln County,19.6,"45,062"
MS,Lowndes County,17.2,"49,251"
MS,Madison County,10.1,"70,824"
MS,Marion County,23.8,"38,402"
MS,Marshall County,20.3,"43,107"
MS,Monroe County,17.9,"42,464"
MS,Montgomery County,23.7,"38,475"
MS,Neshoba County,21.7,"41,795"
MS,Newton County,20.3,"42,962"
MS,Noxubee County,29.2,"32,916"
MS,Oktibbeha County,31.1,"41,631"
MS,Panola County,22.8,"40,655"
MS,Pearl River County,18.1,"45,874"
MS,Perry County,19.9,"43,106"
MS,Pike County,26.2,"35,044"
MS,Pontotoc County,15.9,"48,910"
MS,Prentiss County,15.7,"43,465"
MS,Quitman County,35,"29,318"
MS,Rankin County,11.1,"67,284"
MS,Scott County,19.7,"41,532"
MS,Sharkey County,33.4,"31,138"
MS,Simpson County,17.8,"47,664"
MS,Smith County,18.9,"46,296"
MS,Stone County,18.5,"47,187"
MS,Sunflower County,34,"32,948"
MS,Tallahatchie County,37.9,"31,915"
MS,Tate County,15.1,"50,188"
MS,Tippah County,16.2,"44,696"
MS,Tishomingo County,17,"43,341"
MS,Tunica County,28.1,"33,993"
MS,Union County,13,"49,320"
MS,Walthall County,21.7,"35,465"
MS,Warren County,20.1,"46,606"
MS,Washington County,33.7,"31,018"
MS,Wayne County,22.2,"39,036"
MS,Webster County,17,"46,110"
MS,Wilkinson County,31.2,"32,612"
MS,Winston County,25.4,"37,596"
MS,Yalobusha County,24.4,"40,515"
MS,Yazoo County,36.4,"34,817"
MO,Missouri,12.9,"57,375"
MO,Adair County,19.2,"43,044"
MO,Andrew County,8.9,"62,823"
MO,Atchison County,12.9,"50,516"
MO,Audrain County,16.3,"45,609"
MO,Barry County,18.6,"47,155"
MO,Barton County,15,"46,397"
MO,Bates County,16.9,"48,442"
MO,Benton County,16.7,"42,144"
MO,Bollinger County,14.5,"45,868"
MO,Boone County,17.2,"58,029"
MO,Buchanan County,15.8,"49,216"
MO,Butler County,22.5,"41,327"
MO,Caldwell County,13.6,"52,872"
MO,Callaway County,11.6,"58,720"
MO,Camden County,13.5,"51,460"
MO,Cape Girardeau County,14.6,"57,618"
MO,Carroll County,13.8,"50,628"
MO,Carter County,19.8,"36,383"
MO,Cass County,7.9,"73,882"
MO,Cedar County,17.9,"38,427"
MO,Chariton County,12.5,"50,589"
MO,Christian County,10.4,"63,400"
MO,Clark County,14.2,"46,001"
MO,Clay County,9.1,"70,705"
MO,Clinton County,9.9,"64,541"
MO,Cole County,10.6,"61,847"
MO,Cooper County,11.8,"56,957"
MO,Crawford County,15.6,"48,315"
MO,Dade County,15.9,"42,421"
MO,Dallas County,17.8,"42,389"
MO,Daviess County,17.6,"48,197"
MO,DeKalb County,14.6,"53,997"
MO,Dent County,19,"45,540"
MO,Douglas County,18.7,"39,773"
MO,Dunklin County,26.7,"38,880"
MO,Franklin County,9.3,"61,428"
MO,Gasconade County,11.6,"53,751"
MO,Gentry County,11.5,"53,663"
MO,Greene County,14.4,"45,313"
MO,Grundy County,18.7,"44,323"
MO,Harrison County,15.4,"43,016"
MO,Henry County,17.3,"46,995"
MO,Hickory County,18.2,"32,934"
MO,Holt County,11.8,"47,429"
MO,Howard County,13,"49,923"
MO,Howell County,20.8,"40,177"
MO,Iron County,20.8,"39,292"
MO,Jackson County,13.7,"57,907"
MO,Jasper County,18.8,"46,021"
MO,Jefferson County,8.4,"68,779"
MO,Johnson County,11.4,"58,396"
MO,Knox County,16.7,"41,755"
MO,Laclede County,15.8,"43,969"
MO,Lafayette County,10.7,"62,264"
MO,Lawrence County,16.1,"45,746"
MO,Lewis County,16.6,"40,782"
MO,Lincoln County,9.4,"69,178"
MO,Linn County,18.9,"45,774"
MO,Livingston County,15,"49,065"
MO,McDonald County,18.5,"39,615"
MO,Macon County,12.5,"45,717"
MO,Madison County,16.7,"43,919"
MO,Maries County,14.3,"49,712"
MO,Marion County,13.9,"50,803"
MO,Mercer County,12.7,"44,343"
MO,Miller County,15.1,"49,252"
MO,Mississippi County,27.7,"36,802"
MO,Moniteau County,11,"57,321"
MO,Monroe County,13.4,"48,399"
MO,Montgomery County,13.3,"50,282"
MO,Morgan County,17.8,"44,473"
MO,New Madrid County,22.5,"42,115"
MO,Newton County,13.2,"53,251"
MO,Nodaway County,17.8,"47,419"
MO,Oregon County,20.6,"35,356"
MO,Osage County,9.1,"60,728"
MO,Ozark County,22.7,"36,019"
MO,Pemiscot County,26.9,"34,280"
MO,Perry County,9.1,"57,032"
MO,Pettis County,12.9,"48,516"
MO,Phelps County,17,"46,573"
MO,Pike County,17.6,"49,089"
MO,Platte County,5.3,"84,456"
MO,Polk County,19.6,"44,837"
MO,Pulaski County,14.6,"55,620"
MO,Putnam County,15.7,"42,434"
MO,Ralls County,10,"63,419"
MO,Randolph County,16.5,"48,043"
MO,Ray County,9.2,"61,678"
MO,Reynolds County,21.7,"37,415"
MO,Ripley County,19.7,"35,788"
MO,St. Charles County,4.6,"89,236"
MO,St. Clair County,19.3,"39,319"
MO,Ste. Genevieve County,9.7,"61,662"
MO,St. Francois County,17,"43,886"
MO,St. Louis County,9.3,"70,161"
MO,Saline County,15.7,"47,324"
MO,Schuyler County,20.8,"43,183"
MO,Scotland County,14.4,"46,871"
MO,Scott County,17.9,"44,924"
MO,Shannon County,22.6,"36,477"
MO,Shelby County,15.8,"45,939"
MO,Stoddard County,18.4,"42,363"
MO,Stone County,15.4,"50,262"
MO,Sullivan County,15.6,"43,421"
MO,Taney County,12.6,"49,314"
MO,Texas County,21,"38,914"
MO,Vernon County,17.1,"46,182"
MO,Warren County,10,"63,726"
MO,Washington County,22.4,"41,198"
MO,Wayne County,20.6,"35,397"
MO,Webster County,16.2,"54,844"
MO,Worth County,14.9,"45,023"
MO,Wright County,19.6,"39,384"
MO,St. Louis city,20.4,"46,309"
MT,Montana,12.6,"57,248"
MT,Beaverhead County,14.5,"49,771"
MT,Big Horn County,26.1,"43,718"
MT,Blaine County,21.3,"44,090"
MT,Broadwater County,9,"60,622"
MT,Carbon County,10.1,"57,585"
MT,Carter County,14.2,"49,057"
MT,Cascade County,14.2,"51,732"
MT,Chouteau County,15.4,"48,017"
MT,Custer County,13,"49,379"
MT,Daniels County,11,"50,001"
MT,Dawson County,11.8,"56,677"
MT,Deer Lodge County,15.9,"41,780"
MT,Fallon County,9.7,"65,651"
MT,Fergus County,13.2,"48,703"
MT,Flathead County,9.4,"61,334"
MT,Gallatin County,10.3,"73,731"
MT,Garfield County,16.4,"43,106"
MT,Glacier County,25.7,"41,808"
MT,Golden Valley County,19.7,"40,469"
MT,Granite County,12.5,"49,646"
MT,Hill County,15.7,"51,881"
MT,Jefferson County,8,"70,929"
MT,Judith Basin County,14.5,"49,401"
MT,Lake County,17.2,"49,019"
MT,Lewis and Clark County,9.4,"66,075"
MT,Liberty County,19,"41,240"
MT,Lincoln County,17.4,"43,669"
MT,McCone County,14.5,"48,551"
MT,Madison County,9.7,"56,579"
MT,Meagher County,15.7,"43,946"
MT,Mineral County,15.6,"43,928"
MT,Missoula County,11.8,"57,279"
MT,Musselshell County,16.5,"48,290"
MT,Park County,11.8,"51,740"
MT,Petroleum County,14.8,"42,081"
MT,Phillips County,14.3,"47,679"
MT,Pondera County,17.5,"48,542"
MT,Powder River County,13.8,"47,843"
MT,Powell County,16.3,"49,387"
MT,Prairie County,13.1,"46,663"
MT,Ravalli County,11.2,"57,209"
MT,Richland County,8.8,"69,095"
MT,Roosevelt County,24.3,"38,409"
MT,Rosebud County,16.3,"58,139"
MT,Sanders County,16.7,"45,193"
MT,Sheridan County,12.3,"51,111"
MT,Silver Bow County,15.3,"49,249"
MT,Stillwater County,9.3,"68,186"
MT,Sweet Grass County,10.3,"55,259"
MT,Teton County,13.5,"54,458"
MT,Toole County,15.8,"49,448"
MT,Treasure County,12.2,"51,754"
MT,Valley County,12.8,"51,869"
MT,Wheatland County,18.3,"42,059"
MT,Wibaux County,11.3,"51,145"
MT,Yellowstone County,11.3,"61,435"
NE,Nebraska,9.9,"63,290"
NE,Adams County,10.6,"55,182"
NE,Antelope County,12.2,"50,771"
NE,Arthur County,13.6,"46,417"
NE,Banner County,11.3,"54,706"
NE,Blaine County,15.9,"45,411"
NE,Boone County,10,"58,204"
NE,Box Butte County,10.3,"61,522"
NE,Boyd County,14.1,"46,548"
NE,Brown County,11.6,"48,843"
NE,Buffalo County,11.6,"64,759"
NE,Burt County,10.1,"54,554"
NE,Butler County,8.2,"63,310"
NE,Cass County,5.3,"72,915"
NE,Cedar County,8.6,"60,400"
NE,Chase County,9.1,"57,656"
NE,Cherry County,10.7,"50,677"
NE,Cheyenne County,10.1,"56,229"
NE,Clay County,10.6,"63,829"
NE,Colfax County,8.2,"62,472"
NE,Cuming County,8.9,"59,505"
NE,Custer County,11.8,"51,004"
NE,Dakota County,10.6,"61,010"
NE,Dawes County,16.4,"46,377"
NE,Dawson County,11.9,"56,839"
NE,Deuel County,11.2,"48,793"
NE,Dixon County,8.7,"57,324"
NE,Dodge County,9.5,"60,853"
NE,Douglas County,10.2,"67,264"
NE,Dundy County,13.4,"45,446"
NE,Fillmore County,8.5,"60,440"
NE,Franklin County,14.3,"49,659"
NE,Frontier County,12.9,"55,712"
NE,Furnas County,12.2,"50,705"
NE,Gage County,11.2,"56,817"
NE,Garden County,15,"41,158"
NE,Garfield County,12.1,"52,707"
NE,Gosper County,8.9,"64,870"
NE,Grant County,9.6,"60,773"
NE,Greeley County,12.5,"48,178"
NE,Hall County,10.2,"57,371"
NE,Hamilton County,6.5,"68,236"
NE,Harlan County,11,"53,362"
NE,Hayes County,15,"46,399"
NE,Hitchcock County,11.3,"49,451"
NE,Holt County,11.1,"54,474"
NE,Hooker County,8.2,"50,093"
NE,Howard County,10.1,"56,881"
NE,Jefferson County,9.5,"56,740"
NE,Johnson County,11.2,"54,567"
NE,Kearney County,7.7,"64,461"
NE,Keith County,11.1,"51,478"
NE,Keya Paha County,18.9,"46,010"
NE,Kimball County,12.2,"52,284"
NE,Knox County,12.2,"53,676"
NE,Lancaster County,10.7,"61,383"
NE,Lincoln County,10.8,"60,924"
NE,Logan County,8.9,"53,108"
NE,Loup County,15.2,"51,559"
NE,McPherson County,12.6,"52,033"
NE,Madison County,10.2,"58,275"
NE,Merrick County,11,"53,411"
NE,Morrill County,13.2,"49,982"
NE,Nance County,10.3,"55,853"
NE,Nemaha County,11.8,"55,343"
NE,Nuckolls County,11.2,"48,624"
NE,Otoe County,8.3,"66,293"
NE,Pawnee County,13.1,"47,006"
NE,Perkins County,9.5,"63,443"
NE,Phelps County,10,"61,420"
NE,Pierce County,9.3,"67,465"
NE,Platte County,9,"62,804"
NE,Polk County,6.9,"66,462"
NE,Red Willow County,12,"50,260"
NE,Richardson County,12.3,"50,207"
NE,Rock County,13.9,"53,905"
NE,Saline County,9.2,"59,937"
NE,Sarpy County,5.9,"84,016"
NE,Saunders County,6.9,"71,086"
NE,Scotts Bluff County,13,"50,263"
NE,Seward County,7.2,"72,291"
NE,Sheridan County,14.5,"46,159"
NE,Sherman County,12.4,"48,735"
NE,Sioux County,15.9,"47,983"
NE,Stanton County,7,"62,045"
NE,Thayer County,10.8,"52,439"
NE,Thomas County,13.9,"51,401"
NE,Thurston County,24.9,"48,891"
NE,Valley County,10.4,"47,981"
NE,Washington County,6.8,"75,197"
NE,Wayne County,11.8,"57,655"
NE,Webster County,12.3,"49,518"
NE,Wheeler County,12.3,"50,207"
NE,York County,9.4,"59,749"
NV,Nevada,12.7,"63,268"
NV,Churchill County,11.7,"56,335"
NV,Clark County,13.3,"62,131"
NV,Douglas County,8.1,"76,296"
NV,Elko County,11,"83,287"
NV,Esmeralda County,13.8,"50,675"
NV,Eureka County,9.9,"71,541"
NV,Humboldt County,11,"73,106"
NV,Lander County,10.9,"81,239"
NV,Lincoln County,13.8,"58,782"
NV,Lyon County,10.2,"59,406"
NV,Mineral County,15.9,"43,771"
NV,Nye County,16.1,"48,490"
NV,Pershing County,17.6,"58,562"
NV,Storey County,7,"88,003"
NV,Washoe County,10.7,"71,733"
NV,White Pine County,13.7,"60,086"
NV,Carson City,12.2,"58,126"
NH,New Hampshire,7.5,"78,571"
NH,Belknap County,8.6,"68,752"
NH,Carroll County,9,"64,495"
NH,Cheshire County,9.7,"65,326"
NH,Coos County,13.9,"49,156"
NH,Grafton County,9.2,"62,468"
NH,Hillsborough County,7.5,"82,862"
NH,Merrimack County,6.4,"75,800"
NH,Rockingham County,5.1,"91,416"
NH,Strafford County,8.8,"71,486"
NH,Sullivan County,10.1,"63,518"
NJ,New Jersey,9.1,"85,786"
NJ,Atlantic County,11.3,"62,678"
NJ,Bergen County,5.7,"107,971"
NJ,Burlington County,5.7,"88,443"
NJ,Camden County,10.7,"73,168"
NJ,Cape May County,9.8,"66,565"
NJ,Cumberland County,13.8,"54,179"
NJ,Essex County,13.8,"64,522"
NJ,Gloucester County,7.5,"87,996"
NJ,Hudson County,13.7,"77,738"
NJ,Hunterdon County,4,"117,275"
NJ,Mercer County,11.9,"79,475"
NJ,Middlesex County,8.5,"92,770"
NJ,Monmouth County,6.2,"102,579"
NJ,Morris County,5.3,"116,328"
NJ,Ocean County,9,"75,627"
NJ,Passaic County,13.3,"76,039"
NJ,Salem County,11.4,"68,146"
NJ,Somerset County,5.4,"112,722"
NJ,Sussex County,5.2,"100,281"
NJ,Union County,9.1,"79,953"
NJ,Warren County,7.1,"83,998"
NM,New Mexico,17.5,"52,021"
NM,Bernalillo County,15.5,"56,148"
NM,Catron County,20.6,"37,190"
NM,Chaves County,18.1,"43,687"
NM,Cibola County,25.5,"40,436"
NM,Colfax County,17,"42,754"
NM,Curry County,18.7,"45,623"
NM,DeBaca County,18.6,"34,746"
NM,Dona Ana County,23.8,"43,618"
NM,Eddy County,11.2,"63,671"
NM,Grant County,18.1,"43,175"
NM,Guadalupe County,23.5,"36,554"
NM,Harding County,15.4,"38,162"
NM,Hidalgo County,22.9,"37,322"
NM,Lea County,15.1,"63,012"
NM,Lincoln County,13.7,"47,254"
NM,Los Alamos County,3.5,"122,001"
NM,Luna County,23.8,"32,544"
NM,McKinley County,30.1,"36,404"
NM,Mora County,21.2,"36,968"
NM,Otero County,20.1,"43,135"
NM,Quay County,21.7,"34,596"
NM,Rio Arriba County,22.2,"44,579"
NM,Roosevelt County,18.8,"44,928"
NM,Sandoval County,10,"71,118"
NM,San Juan County,19.9,"46,201"
NM,San Miguel County,23.8,"36,986"
NM,Santa Fe County,12.4,"61,791"
NM,Sierra County,27.6,"33,661"
NM,Socorro County,26,"39,582"
NM,Taos County,18.2,"43,032"
NM,Torrance County,21.6,"39,532"
NM,Union County,20.3,"38,221"
NM,Valencia County,17.6,"54,867"
NY,New York,13.1,"72,038"
NY,Albany County,11.7,"69,408"
NY,Allegany County,17.9,"49,411"
NY,Bronx County,26.2,"41,470"
NY,Broome County,17.8,"52,179"
NY,Cattaraugus County,14.7,"50,783"
NY,Cayuga County,13.8,"58,055"
NY,Chautauqua County,16.3,"50,143"
NY,Chemung County,14.1,"58,400"
NY,Chenango County,13.7,"51,894"
NY,Clinton County,14.8,"59,069"
NY,Columbia County,10.1,"71,563"
NY,Cortland County,17.3,"55,143"
NY,Delaware County,12.6,"51,038"
NY,Dutchess County,8.6,"84,564"
NY,Erie County,13.3,"60,620"
NY,Essex County,12.4,"55,091"
NY,Franklin County,18.1,"48,943"
NY,Fulton County,16.4,"50,061"
NY,Genesee County,10.5,"62,570"
NY,Greene County,12.6,"54,746"
NY,Hamilton County,9.8,"60,148"
NY,Herkimer County,13.7,"55,778"
NY,Jefferson County,14.6,"53,829"
NY,Kings County,17.7,"66,501"
NY,Lewis County,12.4,"56,599"
NY,Livingston County,13.8,"60,268"
NY,Madison County,9.8,"61,713"
NY,Monroe County,12.7,"62,159"
NY,Montgomery County,15.9,"52,092"
NY,Nassau County,5.6,"117,767"
NY,New York County,14.1,"93,007"
NY,Niagara County,12.4,"56,371"
NY,Oneida County,14.6,"56,516"
NY,Onondaga County,13.8,"61,597"
NY,Ontario County,8.1,"66,754"
NY,Orange County,12.3,"83,188"
NY,Orleans County,13.2,"53,115"
NY,Oswego County,15.6,"57,640"
NY,Otsego County,16.2,"52,414"
NY,Putnam County,5.2,"105,600"
NY,Queens County,11,"72,975"
NY,Rensselaer County,11.5,"70,688"
NY,Richmond County,9.1,"86,624"
NY,Rockland County,12.5,"99,831"
NY,St. Lawrence County,18.9,"51,742"
NY,Saratoga County,6,"89,071"
NY,Schenectady County,12.1,"64,960"
NY,Schoharie County,12.1,"58,927"
NY,Schuyler County,15.7,"52,215"
NY,Seneca County,13.7,"51,064"
NY,Steuben County,15,"53,167"
NY,Suffolk County,6.8,"105,241"
NY,Sullivan County,16.1,"58,851"
NY,Tioga County,9.4,"60,699"
NY,Tompkins County,16.9,"59,176"
NY,Ulster County,12,"64,090"
NY,Warren County,10.1,"63,240"
NY,Washington County,11.9,"56,897"
NY,Wayne County,11.4,"61,989"
NY,Westchester County,8.4,"101,741"
NY,Wyoming County,9.9,"58,214"
NY,Yates County,13.9,"60,612"
NC,North Carolina,13.6,"57,388"
NC,Alamance County,14.6,"57,963"
NC,Alexander County,11.7,"54,960"
NC,Alleghany County,16.9,"41,420"
NC,Anson County,21.4,"40,826"
NC,Ashe County,14.6,"41,542"
NC,Avery County,16.4,"45,823"
NC,Beaufort County,17.6,"49,410"
NC,Bertie County,24.2,"37,899"
NC,Bladen County,21.2,"42,260"
NC,Brunswick County,10.2,"63,712"
NC,Buncombe County,12.2,"55,448"
NC,Burke County,18.4,"47,890"
NC,Cabarrus County,7.9,"72,071"
NC,Caldwell County,12,"48,512"
NC,Camden County,7.6,"69,610"
NC,Carteret County,10.4,"60,058"
NC,Caswell County,16.2,"51,240"
NC,Catawba County,13.3,"53,688"
NC,Chatham County,8.7,"70,258"
NC,Cherokee County,17.7,"42,764"
NC,Chowan County,18.5,"47,126"
NC,Clay County,14,"47,116"
NC,Cleveland County,19,"46,012"
NC,Columbus County,22.3,"39,531"
NC,Craven County,13.8,"53,372"
NC,Cumberland County,18,"46,599"
NC,Currituck County,8.8,"70,699"
NC,Dare County,8.9,"63,033"
NC,Davidson County,15.2,"53,924"
NC,Davie County,10.9,"63,828"
NC,Duplin County,17.7,"44,929"
NC,Durham County,14,"65,541"
NC,Edgecombe County,21,"40,784"
NC,Forsyth County,15.2,"53,054"
NC,Franklin County,11.6,"57,371"
NC,Gaston County,11.6,"56,542"
NC,Gates County,14.7,"54,204"
NC,Graham County,16.8,"45,813"
NC,Granville County,14.6,"54,300"
NC,Greene County,20.2,"44,648"
NC,Guilford County,16,"55,820"
NC,Halifax County,23.8,"38,727"
NC,Harnett County,15.6,"55,619"
NC,Haywood County,10.6,"51,612"
NC,Henderson County,10.6,"61,651"
NC,Hertford County,23,"42,374"
NC,Hoke County,16.9,"48,420"
NC,Hyde County,19.2,"43,112"
NC,Iredell County,8.2,"68,308"
NC,Jackson County,19.3,"47,759"
NC,Johnston County,12.5,"62,835"
NC,Jones County,18.8,"46,275"
NC,Lee County,14.2,"53,114"
NC,Lenoir County,23.1,"39,947"
NC,Lincoln County,9,"70,479"
NC,McDowell County,13.6,"46,370"
NC,Macon County,14.3,"46,279"
NC,Madison County,14.6,"50,062"
NC,Martin County,20.6,"39,413"
NC,Mecklenburg County,10.3,"69,455"
NC,Mitchell County,14.8,"47,675"
NC,Montgomery County,16.1,"46,497"
NC,Moore County,11.3,"63,942"
NC,Nash County,16.4,"50,902"
NC,New Hanover County,13,"57,252"
NC,Northampton County,21.6,"39,777"
NC,Onslow County,12.5,"50,645"
NC,Orange County,13.4,"74,314"
NC,Pamlico County,15.9,"52,522"
NC,Pasquotank County,14.3,"51,245"
NC,Pender County,11.5,"60,405"
NC,Perquimans County,15,"50,804"
NC,Person County,15.4,"54,553"
NC,Pitt County,19.2,"52,961"
NC,Polk County,12.1,"53,405"
NC,Randolph County,14.1,"50,129"
NC,Richmond County,25.8,"40,518"
NC,Robeson County,31.5,"36,366"
NC,Rockingham County,18.4,"44,686"
NC,Rowan County,13.9,"52,051"
NC,Rutherford County,18.5,"44,547"
NC,Sampson County,16.8,"45,997"
NC,Scotland County,28.5,"39,197"
NC,Stanly County,10.7,"58,303"
NC,Stokes County,13,"52,356"
NC,Surry County,16,"48,637"
NC,Swain County,16.1,"46,075"
NC,Transylvania County,13.1,"55,628"
NC,Tyrrell County,25.4,"37,680"
NC,Union County,7.3,"86,138"
NC,Vance County,18.5,"40,450"
NC,Wake County,8,"84,377"
NC,Warren County,21.7,"37,027"
NC,Washington County,21.3,"40,157"
NC,Watauga County,21.4,"51,630"
NC,Wayne County,18.6,"45,634"
NC,Wilkes County,15.2,"45,250"
NC,Wilson County,21.5,"42,414"
NC,Yadkin County,13.9,"50,929"
NC,Yancey County,14.2,"47,664"
ND,North Dakota,10.5,"67,402"
ND,Adams County,10.7,"55,880"
ND,Barnes County,9.9,"60,689"
ND,Benson County,23.3,"45,709"
ND,Billings County,9.7,"69,528"
ND,Bottineau County,9.7,"62,904"
ND,Bowman County,8,"65,411"
ND,Burke County,8.8,"67,545"
ND,Burleigh County,6.9,"73,565"
ND,Cass County,11.4,"63,977"
ND,Cavalier County,9.1,"63,484"
ND,Dickey County,10.6,"57,490"
ND,Divide County,10.8,"61,506"
ND,Dunn County,9.8,"75,723"
ND,Eddy County,10,"54,465"
ND,Emmons County,13.7,"53,073"
ND,Foster County,8.8,"54,917"
ND,Golden Valley County,12.1,"58,370"
ND,Grand Forks County,13.2,"57,388"
ND,Grant County,14.9,"41,841"
ND,Griggs County,9.5,"56,527"
ND,Hettinger County,12.5,"54,600"
ND,Kidder County,14.1,"50,570"
ND,LaMoure County,12.2,"56,059"
ND,Logan County,13.2,"51,496"
ND,McHenry County,12.1,"59,661"
ND,McIntosh County,13.9,"47,349"
ND,McKenzie County,7.4,"86,890"
ND,McLean County,9.4,"67,453"
ND,Mercer County,7.7,"83,341"
ND,Morton County,7.9,"68,051"
ND,Mountrail County,9.5,"69,040"
ND,Nelson County,11.2,"56,098"
ND,Oliver County,10.6,"72,919"
ND,Pembina County,8.8,"59,970"
ND,Pierce County,11.6,"56,753"
ND,Ramsey County,12.3,"60,710"
ND,Ransom County,8.7,"66,422"
ND,Renville County,8.9,"84,986"
ND,Richland County,12.4,"62,837"
ND,Rolette County,25.9,"45,296"
ND,Sargent County,7.5,"67,551"
ND,Sheridan County,16.7,"58,725"
ND,Sioux County,32.1,"37,133"
ND,Slope County,13.5,"52,695"
ND,Stark County,8.5,"68,759"
ND,Steele County,7.4,"67,661"
ND,Stutsman County,10.8,"60,297"
ND,Towner County,10.7,"53,024"
ND,Traill County,8,"69,443"
ND,Walsh County,11.7,"59,153"
ND,Ward County,9,"68,634"
ND,Wells County,12.4,"56,167"
ND,Williams County,6.4,"84,606"
OH,Ohio,13,"58,704"
OH,Adams County,19.1,"43,145"
OH,Allen County,12.9,"58,271"
OH,Ashland County,12.6,"52,554"
OH,Ashtabula County,18.7,"47,388"
OH,Athens County,26.6,"43,621"
OH,Auglaize County,7.3,"64,227"
OH,Belmont County,11.6,"50,166"
OH,Brown County,12.1,"58,441"
OH,Butler County,11.7,"68,611"
OH,Carroll County,11.3,"56,999"
OH,Champaign County,7.7,"62,077"
OH,Clark County,14.6,"50,832"
OH,Clermont County,8.2,"68,724"
OH,Clinton County,14.8,"52,870"
OH,Columbiana County,13.2,"52,693"
OH,Coshocton County,12.5,"49,679"
OH,Crawford County,14.7,"49,484"
OH,Cuyahoga County,16.2,"52,503"
OH,Darke County,12.1,"56,824"
OH,Defiance County,8.8,"60,918"
OH,Delaware County,4.8,"110,252"
OH,Erie County,11.6,"60,790"
OH,Fairfield County,8.1,"71,782"
OH,Fayette County,13.6,"51,023"
OH,Franklin County,13.5,"64,648"
OH,Fulton County,6.9,"64,334"
OH,Gallia County,16.5,"48,094"
OH,Geauga County,5.5,"79,865"
OH,Greene County,9.9,"69,709"
OH,Guernsey County,15.5,"48,283"
OH,Hamilton County,14.6,"60,251"
OH,Hancock County,9.3,"62,720"
OH,Hardin County,13.9,"51,155"
OH,Harrison County,14.5,"50,137"
OH,Henry County,7.5,"61,351"
OH,Highland County,15.6,"47,126"
OH,Hocking County,15,"51,016"
OH,Holmes County,9.2,"62,596"
OH,Huron County,10,"56,704"
OH,Jackson County,17.2,"50,671"
OH,Jefferson County,17.1,"47,652"
OH,Knox County,11.3,"59,957"
OH,Lake County,8.3,"65,040"
OH,Lawrence County,16.2,"46,433"
OH,Licking County,9.3,"66,321"
OH,Logan County,10.5,"60,624"
OH,Lorain County,13.9,"59,201"
OH,Lucas County,18,"49,924"
OH,Madison County,9.6,"65,696"
OH,Mahoning County,18.4,"48,018"
OH,Marion County,14.8,"51,479"
OH,Medina County,5.5,"78,540"
OH,Meigs County,15.8,"43,754"
OH,Mercer County,6.7,"67,075"
OH,Miami County,8.8,"63,524"
OH,Monroe County,14,"48,231"
OH,Montgomery County,15.3,"54,704"
OH,Morgan County,15.7,"46,883"
OH,Morrow County,8.5,"59,498"
OH,Muskingum County,15.3,"52,105"
OH,Noble County,14.2,"50,788"
OH,Ottawa County,8.1,"63,352"
OH,Paulding County,9.8,"58,100"
OH,Perry County,15,"51,875"
OH,Pickaway County,11.5,"63,931"
OH,Pike County,19.1,"46,255"
OH,Portage County,11.9,"57,439"
OH,Preble County,8.9,"62,128"
OH,Putnam County,7.2,"73,454"
OH,Richland County,13.5,"51,883"
OH,Ross County,15.2,"54,728"
OH,Sandusky County,9.6,"58,415"
OH,Scioto County,21.9,"45,410"
OH,Seneca County,12.1,"55,664"
OH,Shelby County,9.1,"64,304"
OH,Stark County,13,"55,623"
OH,Summit County,14.2,"57,753"
OH,Trumbull County,15.4,"47,966"
OH,Tuscarawas County,11.2,"54,150"
OH,Union County,5.4,"91,597"
OH,Van Wert County,8.5,"55,361"
OH,Vinton County,18.7,"46,301"
OH,Warren County,4.5,"91,645"
OH,Washington County,11,"52,565"
OH,Wayne County,9.9,"58,747"
OH,Williams County,9.3,"54,239"
OH,Wood County,11.2,"64,723"
OH,Wyandot County,7.5,"61,733"
OK,Oklahoma,15.1,"54,447"
OK,Adair County,23.6,"39,589"
OK,Alfalfa County,15.8,"57,497"
OK,Atoka County,19.2,"41,872"
OK,Beaver County,10.6,"55,397"
OK,Beckham County,20.8,"50,512"
OK,Blaine County,14.9,"50,574"
OK,Bryan County,17.3,"44,074"
OK,Caddo County,20.6,"45,755"
OK,Canadian County,8.1,"75,111"
OK,Carter County,14.3,"51,895"
OK,Cherokee County,21.4,"45,544"
OK,Choctaw County,22.5,"37,131"
OK,Cimarron County,17.8,"47,602"
OK,Cleveland County,11.7,"64,706"
OK,Coal County,18.1,"41,273"
OK,Comanche County,17.6,"51,184"
OK,Cotton County,18.6,"46,450"
OK,Craig County,18.2,"42,978"
OK,Creek County,13.7,"54,737"
OK,Custer County,15.8,"51,803"
OK,Delaware County,17.5,"44,602"
OK,Dewey County,11.6,"56,316"
OK,Ellis County,13,"54,013"
OK,Garfield County,12.7,"58,381"
OK,Garvin County,15.6,"46,786"
OK,Grady County,12.1,"63,647"
OK,Grant County,11.2,"60,303"
OK,Greer County,24.1,"38,641"
OK,Harmon County,23.7,"37,988"
OK,Harper County,11.1,"40,265"
OK,Haskell County,20.2,"41,643"
