State,County,PovertyRate,MedianHouseholdIncome
VA,Pulaski County,14.6,"54,086"
VA,Rappahannock County,8.5,"79,086"
VA,Richmond County,17.8,"49,758"
VA,Roanoke County,6.5,"71,742"
VA,Rockbridge County,11.5,"58,501"
VA,Rockingham County,8.1,"67,242"
VA,Russell County,20,"40,345"
VA,Scott County,14.8,"41,288"
VA,Shenandoah County,10.3,"59,087"
VA,Smyth County,16.5,"41,964"
VA,Southampton County,13.3,"62,327"
VA,Spotsylvania County,6.6,"90,262"
VA,Stafford County,5.4,"109,090"
VA,Surry County,11.9,"59,069"
VA,Sussex County,21.6,"45,134"
VA,Tazewell County,21.7,"43,619"
VA,Warren County,9.7,"69,878"
VA,Washington County,12.3,"52,387"
VA,Westmoreland County,15.9,"54,885"
VA,Wise County,20.4,"42,372"
VA,Wythe County,12.8,"48,543"
VA,York County,5.1,"91,535"
VA,Alexandria city,8.6,"102,589"
VA,Bristol city,21.8,"37,678"
VA,Buena Vista city,17.2,"44,752"
VA,Charlottesville city,22.1,"58,717"
VA,Chesapeake city,8.3,"77,361"
VA,Colonial Heights city,9.4,"57,688"
VA,Covington city,14.5,"41,842"
VA,Danville city,23.5,"36,073"
VA,Emporia city,20.5,"38,631"
VA,Fairfax city,7.1,"106,430"
VA,Falls Church city,3.5,"137,849"
VA,Franklin city,19.2,"45,433"
VA,Fredericksburg city,16.9,"62,121"
VA,Galax city,19,"37,229"
VA,Hampton city,13.8,"55,816"
VA,Harrisonburg city,24.9,"48,189"
VA,Hopewell city,19.3,"38,293"
VA,Lexington city,22.9,"54,204"
VA,Lynchburg city,16.8,"50,612"
VA,Manassas city,7.4,"84,405"
VA,Manassas Park city,6.3,"83,145"
VA,Martinsville city,19.5,"37,814"
VA,Newport News city,15.1,"53,022"
VA,Norfolk city,19,"52,437"
VA,Norton city,19.3,"38,062"
VA,Petersburg city,21.6,"40,240"
VA,Poquoson city,5.3,"98,217"
VA,Portsmouth city,18.5,"50,411"
VA,Radford city,30.5,"41,530"
VA,Richmond city,19.2,"50,949"
VA,Roanoke city,19.5,"45,534"
VA,Salem city,9.4,"54,888"
VA,Staunton city,11.3,"54,296"
VA,Suffolk city,9.8,"77,847"
VA,Virginia Beach city,7.3,"78,491"
VA,Waynesboro city,12.3,"44,619"
VA,Williamsburg city,18.2,"56,569"
VA,Winchester city,13.3,"60,254"
WA,Washington,9.8,"78,674"
WA,Adams County,16.8,"53,535"
WA,Asotin County,13.8,"54,776"
WA,Benton County,10.6,"72,847"
WA,Chelan County,12.2,"59,838"
WA,Clallam County,11.2,"57,571"
WA,Clark County,9.2,"80,407"
WA,Columbia County,12.3,"56,338"
WA,Cowlitz County,12.6,"57,316"
WA,Douglas County,10.9,"63,086"
WA,Ferry County,18,"47,463"
WA,Franklin County,13.5,"63,575"
WA,Garfield County,12.9,"54,555"
WA,Grant County,13.9,"57,152"
WA,Grays Harbor County,13.1,"59,346"
WA,Island County,7.3,"72,173"
WA,Jefferson County,12.6,"60,556"
WA,King County,7.7,"102,338"
WA,Kitsap County,7.5,"79,268"
WA,Kittitas County,14,"59,172"
WA,Klickitat County,13.5,"60,567"
WA,Lewis County,12.2,"58,525"
WA,Lincoln County,9.1,"60,849"
WA,Mason County,12.8,"63,689"
WA,Okanogan County,16.4,"44,777"
WA,Pacific County,13.5,"50,521"
WA,Pend Oreille County,16.1,"51,950"
WA,Pierce County,9.4,"78,779"
WA,San Juan County,8.1,"69,113"
WA,Skagit County,11.2,"67,551"
WA,Skamania County,10.4,"69,163"
WA,Snohomish County,7,"89,119"
WA,Spokane County,12.9,"59,976"
WA,Stevens County,14.9,"55,000"
WA,Thurston County,9.1,"77,890"
WA,Wahkiakum County,10.8,"61,123"
WA,Walla Walla County,12.7,"60,202"
WA,Whatcom County,12.7,"68,656"
WA,Whitman County,26.3,"45,906"
WA,Yakima County,16.7,"55,674"
WV,West Virginia,16.2,"48,659"
WV,Barbour County,18.4,"39,710"
WV,Berkeley County,11,"63,012"
WV,Boone County,18.9,"43,697"
WV,Braxton County,18.3,"39,651"
WV,Brooke County,12,"50,900"
WV,Cabell County,18.5,"42,125"
WV,Calhoun County,21.6,"37,307"
WV,Clay County,22.5,"41,923"
WV,Doddridge County,18.8,"50,642"
WV,Fayette County,20.6,"41,430"
WV,Gilmer County,25.5,"40,373"
WV,Grant County,13.2,"47,400"
WV,Greenbrier County,17.2,"43,564"
WV,Hampshire County,14.6,"54,811"
WV,Hancock County,12.5,"51,017"
WV,Hardy County,14.2,"46,658"
WV,Harrison County,11.1,"53,909"
WV,Jackson County,16.7,"50,808"
WV,Jefferson County,9.9,"75,225"
WV,Kanawha County,16.3,"48,334"
WV,Lewis County,19.5,"46,895"
WV,Lincoln County,19.7,"43,198"
WV,Logan County,21.9,"38,533"
WV,McDowell County,33.8,"29,106"
WV,Marion County,14.6,"51,300"
WV,Marshall County,13.7,"53,145"
WV,Mason County,15.5,"47,753"
WV,Mercer County,18.7,"41,794"
WV,Mineral County,12.5,"49,704"
WV,Mingo County,27.3,"34,698"
WV,Monongalia County,19.1,"55,652"
WV,Monroe County,15.7,"44,655"
WV,Morgan County,10.5,"50,660"
WV,Nicholas County,18.8,"40,023"
WV,Ohio County,14.1,"50,390"
WV,Pendleton County,13.5,"43,451"
WV,Pleasants County,13,"54,972"
WV,Pocahontas County,16.1,"39,454"
WV,Preston County,14.3,"50,821"
WV,Putnam County,8.9,"66,991"
WV,Raleigh County,17.4,"45,386"
WV,Randolph County,16.8,"46,285"
WV,Ritchie County,17.9,"46,131"
WV,Roane County,19.4,"41,671"
WV,Summers County,23.5,"37,000"
WV,Taylor County,16.7,"48,294"
WV,Tucker County,15.3,"47,222"
WV,Tyler County,15.4,"48,345"
WV,Upshur County,17.5,"45,074"
WV,Wayne County,19.6,"42,095"
WV,Webster County,21.8,"34,385"
WV,Wetzel County,16.3,"46,824"
WV,Wirt County,17.5,"48,627"
WV,Wood County,14.1,"49,209"
WV,Wyoming County,22.9,"42,761"
WI,Wisconsin,10.4,"64,177"
WI,Adams County,11.6,"53,156"
WI,Ashland County,17.8,"47,202"
WI,Barron County,8.9,"54,372"
WI,Bayfield County,10.3,"58,065"
WI,Brown County,9.9,"65,494"
WI,Buffalo County,9.5,"58,407"
WI,Burnett County,12.6,"51,519"
WI,Calumet County,5.4,"80,354"
WI,Chippewa County,8.8,"60,713"
WI,Clark County,13.5,"54,296"
WI,Columbia County,6.7,"69,219"
WI,Crawford County,11.6,"51,919"
WI,Dane County,9.4,"77,828"
WI,Dodge County,8,"61,730"
WI,Door County,9.3,"64,217"
WI,Douglas County,11.5,"55,651"
WI,Dunn County,11.7,"61,506"
WI,Eau Claire County,10.6,"64,972"
WI,Florence County,10.9,"58,270"
WI,Fond du Lac County,7.3,"65,905"
WI,Forest County,16.3,"48,964"
WI,Grant County,13.4,"56,418"
WI,Green County,6.4,"64,319"
WI,Green Lake County,11.7,"59,458"
WI,Iowa County,9.5,"67,390"
WI,Iron County,12.7,"48,813"
WI,Jackson County,12.4,"57,247"
WI,Jefferson County,7.1,"71,098"
WI,Juneau County,13.4,"55,787"
WI,Kenosha County,9.8,"66,460"
WI,Kewaunee County,7.4,"65,879"
WI,La Crosse County,11.8,"59,758"
WI,Lafayette County,11.3,"59,128"
WI,Langlade County,13,"49,597"
WI,Lincoln County,9.1,"60,728"
WI,Manitowoc County,8.8,"61,326"
WI,Marathon County,8.2,"66,092"
WI,Marinette County,11.5,"54,404"
WI,Marquette County,10,"56,790"
WI,Menominee County,25.3,"40,300"
WI,Milwaukee County,16.9,"53,505"
WI,Monroe County,10.9,"60,296"
WI,Oconto County,9.3,"66,401"
WI,Oneida County,8.9,"62,765"
WI,Outagamie County,7.1,"66,994"
WI,Ozaukee County,4.5,"90,446"
WI,Pepin County,9,"62,675"
WI,Pierce County,9.8,"75,368"
WI,Polk County,8.6,"63,910"
WI,Portage County,11.8,"58,248"
WI,Price County,14.9,"48,761"
WI,Racine County,12.4,"61,691"
WI,Richland County,12.5,"51,295"
WI,Rock County,12.3,"61,624"
WI,Rusk County,12.3,"49,860"
WI,St. Croix County,5.9,"87,098"
WI,Sauk County,10.2,"63,752"
WI,Sawyer County,12.7,"53,908"
WI,Shawano County,9.6,"58,982"
WI,Sheboygan County,8.1,"62,108"
WI,Taylor County,9.7,"52,419"
WI,Trempealeau County,8.9,"61,687"
WI,Vernon County,14.1,"56,272"
WI,Vilas County,11.2,"55,576"
WI,Walworth County,9.5,"64,682"
WI,Washburn County,12.8,"52,735"
WI,Washington County,5.1,"81,928"
WI,Waukesha County,4.7,"91,070"
WI,Waupaca County,8.8,"61,773"
WI,Waushara County,12.4,"55,476"
WI,Winnebago County,9.7,"59,643"
WI,Wood County,10.7,"57,325"
WY,Wyoming,9.9,"66,152"
WY,Albany County,16,"52,216"
WY,Big Horn County,12.1,"53,018"
WY,Campbell County,7.7,"83,997"
WY,Carbon County,11.7,"61,626"
WY,Converse County,9.2,"72,481"
WY,Crook County,8,"64,120"
WY,Fremont County,12.9,"57,953"
WY,Goshen County,13,"55,540"
WY,Hot Springs County,10.9,"52,344"
WY,Johnson County,9,"57,224"
WY,Laramie County,9.5,"69,613"
WY,Lincoln County,7,"71,269"
WY,Natrona County,9.9,"66,104"
WY,Niobrara County,15.1,"48,513"
WY,Park County,10.3,"59,494"
WY,Platte County,11.5,"57,425"
WY,Sheridan County,8.5,"64,030"
WY,Sublette County,7.2,"78,055"
WY,Sweetwater County,8.3,"80,639"
WY,Teton County,6,"98,837"
WY,Uinta County,8.5,"70,756"
WY,Washakie County,11.1,"55,122"
WY,Weston County,10.5,"59,410"
